,latitude,longitude,Venue,Venue Distance,Venue Name
401,55.721972,37.575858,Детская площадка Корабль и Маяк,241,Playground
402,55.721972,37.575858,Бп,264,Playground
403,55.721972,37.575858,Дворик На Ефремова,268,Playground
404,55.721972,37.575858,Двор,285,Playground
405,55.721972,37.575858,Дворик популярный у фанатов Спартака,310,Playground
406,55.721972,37.575858,Песочница у Азбуки,325,Playground
407,55.721972,37.575858,Двор Земфиры,327,Playground
408,55.721972,37.575858,Playground,334,Playground
409,55.721972,37.575858,Собачья Площадка,364,Dog Park
410,55.721972,37.575858,Двор на Комсомольском 36,364,Playground
411,55.721972,37.575858,Африка,370,Playground
412,55.721972,37.575858,ДОГ,390,Security and Safety
413,55.721972,37.575858,Пиратский фрегат,487,Playground
414,55.721972,37.575858,ОГОНЕК ДЕТСКИЙ КЛУБ,372,Education
415,55.736464,37.581356,Сквер Девичьего поля,303,Park
416,55.736464,37.581356,Детская площадка,98,Playground
417,55.736464,37.581356,Детская площадка,104,Playground
418,55.736464,37.581356,Собачья площадка,164,Dog Park
419,55.736464,37.581356,VolkaR's courtyard,204,Playground
420,55.736464,37.581356,Special Дворик,216,Park
421,55.736464,37.581356,Собачья площадка,242,Dog Park
422,55.736464,37.581356,Детская площадка,369,Playground
423,55.736464,37.581356,двор кудрявого,394,Playground
424,55.736464,37.581356,Детская Площадка Маленьких Будняков,397,Playground
425,55.736464,37.581356,Детская площадка на Новоконюшенном,403,Playground
426,55.736464,37.581356,Дубки,465,Playground
427,55.736464,37.581356,Дворик На Зубовском Переулке,469,Playground
428,55.736464,37.581356,Пустырь,486,Dog Park
429,55.736464,37.581356,Научные работники,496,Park
430,55.726481,37.580778,Сквер на 1-й Фрунзенской,385,Park
431,55.726481,37.580778,Сквер на Комсомольском,186,Park
432,55.726481,37.580778,Playground For Little Monkeys,189,Park
433,55.726481,37.580778,дворик Маммона-электрика,196,Playground
434,55.726481,37.580778,Пиратский фрегат,197,Playground
435,55.726481,37.580778,Детская площадка в Парке в Хамовниках,220,Playground
436,55.726481,37.580778,Собачья площадка. Парк Трубецких,232,Dog Park
437,55.726481,37.580778,Playground,280,Playground
438,55.726481,37.580778,Песочница у Азбуки,285,Playground
439,55.726481,37.580778,"Краски, детский игровой лагерь / Планета Детства",285,Playground
440,55.726481,37.580778,Дворик популярный у фанатов Спартака,291,Playground
441,55.726481,37.580778,Площадка,293,Playground
442,55.726481,37.580778,Бп,352,Playground
443,55.726481,37.580778,Двор Земфиры,353,Playground
444,55.726481,37.580778,Детская площадка Корабль и Маяк,354,Playground
445,55.726481,37.580778,песик,408,Dog Park
446,55.726481,37.580778,Качели,426,Playground
447,55.726481,37.580778,парк у фрунзы,468,Park
448,55.726481,37.580778,Вдумчивые Качели,473,Playground
449,55.726481,37.580778,пластиковый,481,Playground
450,55.726481,37.580778,Вольер белок,501,Park
451,55.726481,37.580778,Дворик На Ефремова,506,Playground
452,55.726481,37.580778,Усадьба Трубецких,526,Housing Development
453,55.726481,37.580778,Парк Усадьба Трубецких,457,Playground
454,55.731139,37.569297,УСАДЬБА ТРУБЕЦКИХ В ХАМОВНИКАХ ДЕТСКИЙ ПАРК,575,Playground
455,55.731139,37.569297,двор,227,Playground
456,55.731139,37.569297,Dam & Kir Outdoor Gym,229,Playground
457,55.731139,37.569297,Детская площадка,230,Playground
458,55.731139,37.569297,детская площадка,238,Playground
459,55.731139,37.569297,Дворик Усачева 2/3,332,Playground
460,55.731139,37.569297,New Jora Playground,372,Dog Park
461,55.731139,37.569297,детская площадка,420,Playground
462,55.731139,37.569297,Усадьба Трубецких,425,Housing Development
463,55.731139,37.569297,Детская Площадка,453,Playground
464,55.731139,37.569297,Вольер белок,496,Park
465,55.731139,37.569297,Парк Усадьба Трубецких,430,Playground
466,55.726908,37.559608,Novodevichy Park (Парк «Новодевичьи пруды»),214,Park
467,55.726908,37.559608,Парк у м. Спортивная,506,Park
468,55.726908,37.559608,Park,328,Park
469,55.726908,37.559608,Сквер 40-летия Октября,73,Park
470,55.726908,37.559608,Качели Для Взрослых У Новодевичьего Монастыря,121,Playground
471,55.726908,37.559608,западная биологическая,184,Dog Park
472,55.726908,37.559608,Детская Площадка У Новодевичьего,327,Playground
473,55.726908,37.559608,Собачий Парк,330,Dog Park
474,55.726908,37.559608,детская площадка,352,Playground
475,55.726908,37.559608,европа+,444,Park
476,55.726908,37.559608,Playground,464,Playground
477,55.726908,37.559608,Dog's Yard,470,Dog Park
478,55.726908,37.559608,Детская Площадка,484,Playground
479,55.726908,37.559608,Камилин двор,493,Playground
480,55.719322,37.570481,Дворик дома № 50 по Фрунзенской наб,392,Playground
481,55.719322,37.570481,Двор,163,Playground
482,55.719322,37.570481,Детская Площадка,309,Playground
483,55.719322,37.570481,Собачья площадка,384,Dog Park
484,55.719322,37.570481,Сквер На Хамовническом Валу,391,Park
485,55.719322,37.570481,Дворик,414,Playground
486,55.719322,37.570481,Гордеев Двор,424,Playground
487,55.719322,37.570481,ОГОНЕК ДЕТСКИЙ КЛУБ,406,Education
488,55.773194,37.614186,Hermitage Garden (Сад «Эрмитаж»),387,Park
489,55.773194,37.614186,Делегатский парк,458,Park
490,55.773194,37.614186,Оружейный сквер,386,Park
491,55.773194,37.614186,Самотёчный бульвар,546,Park
492,55.773194,37.614186,Уютный Московский Дворик,90,Park
493,55.773194,37.614186,Образцовский парк,152,Park
494,55.773194,37.614186,Площадка для выгула собак,189,Dog Park
495,55.773194,37.614186,Walk The Dog,244,Dog Park
496,55.773194,37.614186,Двор 1-го Волконского переулка,253,Dog Park
497,55.773194,37.614186,Газончик,268,Dog Park
498,55.773194,37.614186,Скверик ДИГМ,285,Park
499,55.773194,37.614186,P.P.C.M. Dvor,308,Sports Bar
500,55.773194,37.614186,Детская Площадка,316,Playground
501,55.773194,37.614186,Детская площадка на ЦБ,322,Playground
502,55.773194,37.614186,Двор,348,Playground
503,55.773194,37.614186,Дворик Memories,372,Playground
504,55.773194,37.614186,Детская площадка,379,Playground
505,55.773194,37.614186,Тверской Сквер,398,Park
506,55.773194,37.614186,Краснопролетарский Парк,398,Park
507,55.773194,37.614186,Sad Ermitazh,407,Park
508,55.773194,37.614186,Hermitage Bahçesi,423,Park
509,55.773194,37.614186,пехота в щемилке,431,Park
510,55.773194,37.614186,Парк Осипа Бове,454,Park
511,55.773194,37.614186,Парк Екатерининской больницы,458,Park
512,55.773194,37.614186,Парк Сладкого/Скучный Сад,472,Park
513,55.773194,37.614186,Детский парк / Detskiy park,398,Park
514,55.773194,37.614186,ТВЕРСКОЙ-2 ДЕТСКИЙ ПАРК,453,Playground
515,55.772192,37.632814,Сквер на Сухаревской площади,93,Park
516,55.772192,37.632814,Парк НИИ СП им. Склифосовского,367,Park
517,55.772192,37.632814,Таша))),163,Playground
518,55.772192,37.632814,МГППУ Бар,181,Playground
519,55.772192,37.632814,Во Дворе у Сухаревской,184,Playground
520,55.772192,37.632814,двор Моисея,245,Playground
521,55.772192,37.632814,Площадка 2,259,Playground
522,55.772192,37.632814,Московский дворик,261,Restaurant
523,55.772192,37.632814,Детская Площадка,342,Playground
524,55.772192,37.632814,Дворы,353,Playground
525,55.772192,37.632814,собачья площадка,400,Dog Park
526,55.772192,37.632814,Бомж Сквер,411,Park
527,55.772192,37.632814,Детская площадка,412,Playground
528,55.772192,37.632814,Площадка,419,Playground
529,55.772192,37.632814,На Белом,423,Playground
530,55.772192,37.632814,Детская Площадка,427,Playground
531,55.772192,37.632814,Двор На Мещанке,437,Park
532,55.772192,37.632814,Детская площадка около Поликлиники,452,Playground
533,55.772192,37.632814,детская площадка во дворе,481,Playground
534,55.772192,37.632814,Детская площадка,499,Playground
535,55.772192,37.632814,Куркино,454,Playground
536,55.7914268,37.5905396,Новослободский,293,Business Center
537,55.7914268,37.5905396,Детская Площадка,140,Playground
538,55.7914268,37.5905396,Двор,142,Playground
539,55.7914268,37.5905396,Дворик 3/5,160,Playground
540,55.7914268,37.5905396,Каланча,161,Playground
541,55.7914268,37.5905396,Посиделки на Уловом,309,Dog Park
542,55.7914268,37.5905396,детская площадка,317,Playground
543,55.7914268,37.5905396,Детская площадка с Паровозом,398,Playground
544,55.7914268,37.5905396,Релакс-площадка За Магнолией,414,Playground
545,55.7914268,37.5905396,Дворик Медвежонка,437,Playground
546,55.7914268,37.5905396,Детская площадка,466,Playground
547,55.7914268,37.5905396,парк за МГТУ Станкин,487,Park
548,55.7914268,37.5905396,ДЕТСКИЙ ПАРК ЦАО,265,Park
549,55.7861479,37.6225279,Екатерининский парк,254,Park
550,55.7861479,37.6225279,Детская Площадка В Екатерининском Парке,296,Playground
551,55.7861479,37.6225279,Ротонда в Екатеринском Парке,362,Park
552,55.7861479,37.6225279,Izmailovo Vernisazh,164,Park
553,55.7861479,37.6225279,Спорт Неограниченных возиожностей,210,Park
554,55.7861479,37.6225279,Детская Площадка,232,Playground
555,55.7861479,37.6225279,Большая собачья площадка,236,Dog Park
556,55.7861479,37.6225279,Крокодил в Екатерининском Парке,290,Playground
557,55.7861479,37.6225279,Площадка-кораблик,316,Playground
558,55.7861479,37.6225279,Детская площадка,405,Playground
559,55.7861479,37.6225279,Olimpic Yard,494,Park
560,55.7861479,37.6225279,Площадка для Выгула Собак,498,Dog Park
561,55.7861479,37.6225279,Yekaterininskiy Park,260,Park
562,55.7886534,37.6290169,В Саду У Кудряшки)),145,Playground
563,55.7886534,37.6290169,Гаврилов Двор,156,Playground
564,55.7886534,37.6290169,Двор,173,Playground
565,55.7886534,37.6290169,Двор Алексеевых,174,Playground
566,55.7886534,37.6290169,Детская площадка,197,Playground
567,55.7886534,37.6290169,Скамейка напротив детсада,238,Playground
568,55.7886534,37.6290169,Старуха,295,Playground
569,55.7886534,37.6290169,стоп Земля,319,Dog Park
570,55.7886534,37.6290169,детская площадка во дворе у Жени,325,Playground
571,55.7886534,37.6290169,Детская Площадка,327,Playground
572,55.7886534,37.6290169,Крутой детский городок,333,Playground
573,55.7886534,37.6290169,Детская Площадка,335,Playground
574,55.7886534,37.6290169,Большая собачья площадка,339,Dog Park
575,55.7886534,37.6290169,Нукис,354,Playground
576,55.7886534,37.6290169,Турничок у гаражей,355,Playground
577,55.7886534,37.6290169,Детская площадка,377,Playground
578,55.7886534,37.6290169,"супер качельки @ верземнека, 6",384,Playground
579,55.7886534,37.6290169,качели @ сущевский вал 66,394,Playground
580,55.7886534,37.6290169,Olimpic Yard,414,Park
581,55.7886534,37.6290169,качели @ сущевский вал 60к2,429,Playground
582,55.7886534,37.6290169,Двор,486,Playground
583,55.7886534,37.6290169,Площадка для Выгула Собак,492,Dog Park
584,55.7886534,37.6290169,Рыжий,497,Playground
585,55.7804054,37.6334722,Детская Площадка Во Дворе,127,Playground
586,55.7804054,37.6334722,Палатка на углу Овощи-фрукты-соки-воды,195,Dog Park
587,55.7804054,37.6334722,Двор около России молодой,237,Playground
588,55.7804054,37.6334722,Лавочки для ланча,296,Park
589,55.7804054,37.6334722,Детская площадка,312,Playground
590,55.7804054,37.6334722,Дворик на ПырМира,317,Playground
591,55.7804054,37.6334722,Весной,333,Playground
592,55.7804054,37.6334722,Соседний Двор,349,Park
593,55.7804054,37.6334722,Гнёздышко,361,Playground
594,55.7804054,37.6334722,Дворик на Проспекте Мира :3,418,Playground
595,55.7804054,37.6334722,Площадка для собак,436,Dog Park
596,55.7804054,37.6334722,Собачья Площадка,439,Dog Park
597,55.7804054,37.6334722,Детская площадка у УПП 22,449,Playground
598,55.7804054,37.6334722,Сова,457,Playground
599,55.7804054,37.6334722,дворик у 1840,457,Playground
600,55.7804054,37.6334722,детская площадка во дворе,461,Playground
601,55.7804054,37.6334722,Халилов двор,464,Playground
602,55.7804054,37.6334722,Площадка для Выгула Собак,485,Dog Park
603,55.7804054,37.6334722,Куркино,460,Playground
604,55.7865412,37.6347031,Детская площадка,80,Playground
605,55.7865412,37.6347031,детская площадка во дворе у Жени,146,Playground
606,55.7865412,37.6347031,Двор,183,Playground
607,55.7865412,37.6347031,Детская площадка за Домом журналиста,184,Playground
608,55.7865412,37.6347031,Дворик С Детской Площадкой,184,Playground
609,55.7865412,37.6347031,Рыжий,194,Playground
610,55.7865412,37.6347031,Халилов двор,224,Playground
611,55.7865412,37.6347031,Тихий дворик,228,Playground
612,55.7865412,37.6347031,Детская площадка у УПП 22,245,Playground
613,55.7865412,37.6347031,Дворик с лавочкой,254,Playground
614,55.7865412,37.6347031,Старуха,255,Playground
615,55.7865412,37.6347031,Детская Площадка Эммочки,266,Playground
616,55.7865412,37.6347031,Двор Алексеевых,267,Playground
617,55.7865412,37.6347031,Нукис,274,Playground
618,55.7865412,37.6347031,Площадка для собак,278,Dog Park
619,55.7865412,37.6347031,Круг,280,Playground
620,55.7865412,37.6347031,Собачья Площадка,287,Dog Park
621,55.7865412,37.6347031,Студия дизайна Хэн Хао в Ленинском районе,307,Playground
622,55.7865412,37.6347031,Косяк,311,Playground
623,55.7865412,37.6347031,Дворик с качелями,331,Playground
624,55.7865412,37.6347031,Соседний Двор,336,Park
625,55.7865412,37.6347031,Гаврилов Двор,344,Playground
626,55.7865412,37.6347031,В Саду У Кудряшки)),345,Playground
627,55.7865412,37.6347031,Детская площадка,345,Playground
628,55.7865412,37.6347031,Дворик Магеля,346,Playground
629,55.7865412,37.6347031,Весной,360,Playground
630,55.7865412,37.6347031,Дворик на ПырМира,375,Playground
631,55.7865412,37.6347031,Детская площадка,382,Playground
632,55.7865412,37.6347031,Площадка для Выгула Собак,401,Dog Park
633,55.7865412,37.6347031,Детская площадка на Банном,434,Playground
634,55.7865412,37.6347031,Двор около России молодой,456,Playground
635,55.7865412,37.6347031,детская площадка во дворе,487,Playground
636,55.837238,37.6365455,Детская площадка,456,Playground
637,55.837238,37.6365455,детский сад гбоу 2170,189,Playground
638,55.837238,37.6365455,Фантастический Город - Детская Площадка,439,Playground
639,55.837238,37.6365455,Омский сквер,461,Park
640,55.837238,37.6365455,Ксилофоны,465,Park
641,55.837238,37.6365455,качели в парке будущего,466,Dog Park
642,55.837238,37.6365455,Дворик,479,Playground
643,55.7835199,37.5765806,Хорошая Компания И Вкусное Вино,106,Playground
644,55.7835199,37.5765806,На кругу,170,Dog Park
645,55.7835199,37.5765806,детская площадка с машинкой,206,Playground
646,55.7835199,37.5765806,детская площадка детская,207,Playground
647,55.7835199,37.5765806,центральный дворик,270,Playground
648,55.7835199,37.5765806,Дворик около работы),272,Park
649,55.7835199,37.5765806,площадка-кораблик,274,Playground
650,55.7835199,37.5765806,детская площадка,277,Playground
651,55.7835199,37.5765806,площадка с горкой подводной лодкой,283,Playground
652,55.7835199,37.5765806,Детская игровая площадка,360,Playground
653,55.7835199,37.5765806,детская плошадка во дворе 12гох,369,Playground
654,55.7835199,37.5765806,Детская Площадка,372,Playground
655,55.7835199,37.5765806,Двор 16/26,382,Playground
656,55.7835199,37.5765806,Площадко у Stichа,431,Playground
657,55.7835199,37.5765806,Детская площадка,456,Playground
658,55.7835199,37.5765806,"детская площадка с горкой, каруселью и качелями",463,Playground
659,55.7720802,37.6465038,Лермонтовский сквер,438,Park
660,55.7720802,37.6465038,У КРАСНЫХ ВОРОТ,452,Park
661,55.7720802,37.6465038,Дворик)),115,Playground
662,55.7720802,37.6465038,Кидровка,291,Playground
663,55.7720802,37.6465038,Дворик,311,Playground
664,55.7720802,37.6465038,Детская Площадка,343,Playground
665,55.7720802,37.6465038,Место Выгула Собак,347,Dog Park
666,55.7720802,37.6465038,Большевичка,415,Park
667,55.7720802,37.6465038,Идеальная лавка,393,Park
668,55.7720802,37.6465038,VipDvorik,398,Playground
669,55.7720802,37.6465038,дворик),415,Playground
670,55.7720802,37.6465038,"Спасский тупик, Детская Площадка",436,Playground
671,55.7720802,37.6465038,Детская Площадка На Б. Спасской,453,Playground
672,55.7766712,37.6591375,Детский двор,187,Playground
673,55.7766712,37.6591375,Детская площадка на 1-м Басманном,267,Playground
674,55.7766712,37.6591375,Детская Площадка,444,Playground
675,55.7791071,37.6225146,Новоекатерининский сквер,357,Park
676,55.7791071,37.6225146,Самотёчный бульвар,292,Park
677,55.7791071,37.6225146,Екатерининский сквер,263,Park
678,55.7791071,37.6225146,Ротонда в Екатеринском Парке,462,Park
679,55.7791071,37.6225146,Дуровский бульвар,225,Park
680,55.7791071,37.6225146,Аллея,243,Park
681,55.7791071,37.6225146,Площадка для собак,253,Dog Park
682,55.7791071,37.6225146,Детская площадка,281,Playground
683,55.7791071,37.6225146,Детская площадка,325,Playground
684,55.7791071,37.6225146,В Кристофоринском дворе,333,Playground
685,55.7791071,37.6225146,Гнёздышко,341,Playground
686,55.7791071,37.6225146,Встреча ОРС-club,348,Park
687,55.7791071,37.6225146,Двор И Детская Площадка,357,Park
688,55.7791071,37.6225146,Детская Площадка Около Jaroom,366,Playground
689,55.7791071,37.6225146,Детская Площадка на Самотечной,388,Playground
690,55.7791071,37.6225146,Детская площадка,475,Playground
691,55.7791071,37.6225146,Garden of the Russian Army,499,Restaurant
692,55.6880358,37.572725,Академический парк,480,Park
693,55.6880358,37.572725,Генер,210,Park
694,55.6880358,37.572725,200 лет А. С. Пушкину,177,Park
695,55.6880358,37.572725,Двор около школы,182,Park
696,55.6880358,37.572725,Площадка Младшей Школы 199,198,Playground
697,55.6880358,37.572725,Тютчевский сквер,207,Park
698,55.6880358,37.572725,Новое Место,273,Dog Park
699,55.6880358,37.572725,Park,284,Park
700,55.6880358,37.572725,Детская площадка,286,Playground
701,55.6880358,37.572725,Нога,349,Music Venue
702,55.6880358,37.572725,площадка для собак,355,Dog Park
703,55.6880358,37.572725,Дворик,403,Playground
704,55.6880358,37.572725,Лавочки Во Дворе,408,Playground
705,55.6880358,37.572725,турнички,410,Playground
706,55.6880358,37.572725,двор,410,Playground
707,55.6880358,37.572725,Двор Около Моего Дома,411,Playground
708,55.6880358,37.572725,Детская Площадка,425,Playground
709,55.6880358,37.572725,Детская Площадка,471,Playground
710,55.6880358,37.572725,Детская площадка,475,Playground
711,55.6880358,37.572725,Детская площадка,486,Playground
712,55.6880358,37.572725,Детская площадка с горками,488,Playground
713,55.6880358,37.572725,Детская Площадка С трубами,498,Playground
714,55.7761657,37.6320952,Парк НИИ СП им. Склифосовского,239,Park
715,55.7761657,37.6320952,Сквер на Сухаревской площади,476,Park
716,55.7761657,37.6320952,Бомж Сквер,80,Park
717,55.7761657,37.6320952,Двор На Мещанке,110,Park
718,55.7761657,37.6320952,Детская площадка,145,Playground
719,55.7761657,37.6320952,Детская площадка около Поликлиники,149,Playground
720,55.7761657,37.6320952,детская площадка во дворе,182,Playground
721,55.7761657,37.6320952,Лавочки для ланча,183,Park
722,55.7761657,37.6320952,Детская площадка,218,Playground
723,55.7761657,37.6320952,Двор И Детская Площадка,328,Park
724,55.7761657,37.6320952,Детская площадка,373,Playground
725,55.7761657,37.6320952,В Кристофоринском дворе,376,Playground
726,55.7761657,37.6320952,Детская Площадка Во Дворе,385,Playground
727,55.7761657,37.6320952,Московский дворик,415,Restaurant
728,55.7761657,37.6320952,Детская Площадка Около Jaroom,416,Playground
729,55.7761657,37.6320952,Гнёздышко,447,Playground
730,55.7761657,37.6320952,Верхний/нижний Двор,452,Playground
731,55.7761657,37.6320952,Площадка для собак,475,Dog Park
732,55.7761657,37.6320952,Куркино,94,Playground
733,55.7481479,37.5393069,Детская Площадка,477,Playground
734,55.6636625,37.6066403,Сквер Ефросинии Московской,438,Park
735,55.6636625,37.6066403,На Объекте Мужа,79,Dog Park
736,55.6636625,37.6066403,Детская Площадка,138,Playground
737,55.6636625,37.6066403,Парк Нахимовский,158,Park
738,55.6636625,37.6066403,Детская Площадка,275,Playground
739,55.6636625,37.6066403,Детская Площадка,293,Playground
740,55.6636625,37.6066403,детская площадка напротив налоговой))),297,Playground
741,55.6636625,37.6066403,Детская площадка,311,Playground
742,55.6636625,37.6066403,На кругу,352,Park
743,55.6636625,37.6066403,Во дворе с Мией,389,Dog Park
744,55.6636625,37.6066403,Детская площадка около Храма,403,Playground
745,55.6636625,37.6066403,Большая Площадка,422,Playground
746,55.6636625,37.6066403,Собачья Площадка,429,Dog Park
747,55.6636625,37.6066403,стол для пинг - понга,461,Park
748,55.6636625,37.6066403,Во Дворе С Боней,476,Park
749,55.6636625,37.6066403,Игровая площадка,2759,Playground
750,55.6794909,37.5953863,детская деревянная площадка,141,Playground
751,55.6794909,37.5953863,ЗАГОН,246,Playground
752,55.6794909,37.5953863,Детская Площадка Во Дворах Нагорной 24,342,Playground
753,55.6794909,37.5953863,Эврика-Парк,395,Arcade
754,55.6794909,37.5953863,Dvorik,412,Park
755,55.6794909,37.5953863,Детская площадка с паровозиком,435,Playground
756,55.6794909,37.5953863,Детская площадка,462,Playground
757,55.6667781,37.5268164,Собачья площадка,48,Dog Park
758,55.6667781,37.5268164,Детская площадка,469,Playground
759,55.6667781,37.5268164,Детская Площадка,183,Playground
760,55.6667781,37.5268164,Комарик-Воронцово,267,Playground
761,55.6667781,37.5268164,Детская площадка,293,Playground
762,55.6667781,37.5268164,Детская площадка,294,Playground
763,55.6667781,37.5268164,Chaze Run,299,Dog Park
764,55.6667781,37.5268164,Площадка Внутри Домов,306,Playground
765,55.6667781,37.5268164,Двор,310,Park
766,55.6667781,37.5268164,Горки На Детской Площадке,374,Playground
767,55.6667781,37.5268164,Спортивная Площадка,386,Playground
768,55.6667781,37.5268164,Dogs Timeout,391,Dog Park
769,55.6667781,37.5268164,Детская Площадка,411,Playground
770,55.6667781,37.5268164,Полянка,423,Park
771,55.6667781,37.5268164,детская площадка,430,Playground
772,55.6667781,37.5268164,Ленинский 99 Детская площадка,451,Playground
773,55.6667781,37.5268164,детская площадка у сцены,479,Playground
774,55.6667781,37.5268164,Дворик возле 14 корп 4,493,Dog Park
775,55.6667781,37.5268164,собачья полянка,498,Dog Park
776,55.6667781,37.5268164,МОЦАРТ-ЭФФЕКТ КЛУБ-СТУДИЯ,276,Playground
777,55.668303,37.5341468,Воронцовский парк,182,Park
778,55.668303,37.5341468,Детская площадка,101,Playground
779,55.668303,37.5341468,Детская и спортивная площадка,305,Playground
780,55.668303,37.5341468,Гибонка,76,Playground
781,55.668303,37.5341468,детская площадка у сцены,85,Playground
782,55.668303,37.5341468,Дворик возле 14 корп 4,166,Dog Park
783,55.668303,37.5341468,Chaze Run,191,Dog Park
784,55.668303,37.5341468,Полянка,231,Park
785,55.668303,37.5341468,Площадка На Сквере,235,Playground
786,55.668303,37.5341468,Двор,311,Playground
787,55.668303,37.5341468,Мир детства,329,Preschool
788,55.668303,37.5341468,собачья полянка,349,Dog Park
789,55.668303,37.5341468,Площадка перед домом 14/4,371,Playground
790,55.668303,37.5341468,Детская площадка,375,Playground
791,55.668303,37.5341468,Детская площадка,376,Playground
792,55.668303,37.5341468,Шахматная доска,379,Playground
793,55.668303,37.5341468,Комарик-Воронцово,393,Playground
794,55.668303,37.5341468,Собачья площадка,498,Dog Park
795,55.668303,37.5341468,Воронцовский парк,289,Park
796,55.6416745,37.604728,Детская площадка на Черноморском,418,Playground
797,55.6416745,37.604728,Детская площадка,129,Playground
798,55.6416745,37.604728,Детский Уголок,173,Playground
799,55.6416745,37.604728,Площадка Перед Домом,317,Playground
800,55.6416745,37.604728,Беседка,326,Playground
801,55.6416745,37.604728,Ледяная Горка,327,Playground
802,55.6416745,37.604728,Резинка,332,Playground
803,55.6416745,37.604728,Пятачок,336,Dog Park
804,55.6416745,37.604728,Детская Площадка,381,Playground
805,55.6416745,37.604728,Площадка,391,Playground
806,55.6416745,37.604728,Собачки,393,Dog Park
807,55.6416745,37.604728,Песий спот за детским садом,407,Dog Park
808,55.6416745,37.604728,Солнечная Аллея,426,Park
809,55.6416745,37.604728,Площадка у вишняка,432,Playground
810,55.6416745,37.604728,Детская Площадка,441,Playground
811,55.6416745,37.604728,Качельки,442,Playground
812,55.6416745,37.604728,Дворик,449,Playground
813,55.6416745,37.604728,Площадка для Собак,472,Dog Park
814,55.6416745,37.604728,Детская Площадка,476,Playground
815,55.6416745,37.604728,Старобалаклавский,477,Playground
